Nom,price,time,adress,Open,Close
Square Louvois Paris II,0.0,0.0,"69 B Rue de Richelieu, 75002 Paris France",9.0,21.0
Playground Duperré,0.0,0.0,"22 Rue Duperré, 75009 Paris France",9.0,21.0
Eglise Sainte-Odile,0.0,0.0,"2 avenue Stephane Mallarme, 75017 Paris France",9.0,21.0
Square Maurice-Gardette Paris XI,0.0,0.0,"2 Rue Général Blaise, 75011 Paris France",9.0,21.0
Rue Dénoyez,0.0,0.0,"Rue Dénoyez, 75020 Paris France",9.0,21.0
Monument à La Fontaine,0.0,0.0,"Square du Ranelagh, 75016 Paris France",9.0,21.0
Sculpture Écoute,0.0,0.0,"Place René Cassin Face à l'Église Saint-Eustache, 75001 Paris France",9.0,21.0
A La Folie Théâtre,0.0,2.0,"6 rue de la Folie Mericourt, 75011 Paris France",14.0,20.0
Basilique du Sacré-Cœur de Montmartre,0.0,2.0,"35 Rue du Chevalier-De-La-Barre, 75018 Paris France",8.3,20.0
Musée Nissim de Camondo Paris VIII,0.0,0.0,"63 Rue de Monceau, 75008 Paris France",9.0,21.0
Petit Palais,0.0,3.0,"Avenue Winston Churchill, 75008 Paris France",9.0,21.0
Librairie Shakespeare and Company Paris V,0.0,0.0,"37 Rue de la Bûcherie Latin Quarter, 75005 Paris France",12.3,20.0
Jardin du Luxembourg,0.0,3.0,"Rue de Médicis Rue de Vaugirard, 75006 Paris France",7.3,16.3
Musée du Louvre,32.9,3.0,"99 Rue de Rivoli, 75001 Paris France",9.0,18.0
Quartier Saint-Germain-des-Prés Paris VI,0.0,0.0,"Place St-Germain-des-Pres, 75006 Paris France",0.0,23.59
Cimetière du Père-Lachaise,0.0,3.0,"8 Boulevard de Menilmontant, 75020 Paris France",8.0,18.0
Musée de l’Orangerie,18.7,0.0,"Jardin des Tuileries - Côté Seine Place de la Concorde, 75058 Paris France",9.0,18.0
Île de la Cité,0.0,0.0,"Île de la Cité Palais de la Cité, 75001 Paris France",9.0,21.0
Musée des Arts Forains Paris XII,0.0,2.0,"53 Avenue des Terroirs de France, 75012 Paris France",9.0,21.0
La Tour Eiffel,29.9,3.0,"5 Avenue, 75007 Paris France",9.0,23.45
Quartier Latin,0.0,3.0,"Quartier Latin, 75005 Paris France",0.0,23.59
Musée de l’Armée des Invalides,21.0,3.0,"129 Rue de Grenelle Hôtel National des Invalides, 75007 Paris France",10.0,18.0
Jardin des Tuileries Paris I,0.0,3.0,"Place de la Concorde, 75001 Paris France",7.0,21.3
Musée Marmottan Monet,0.0,2.0,"2 Rue Louis Boilly 16ème  Arrondissement, 75016 Paris France",9.0,21.0
Cathédrale Notre-Dame de Paris,0.0,2.0,"6 Parvis Notre-Dame Place Jean-Paul II, 75004 Paris France",9.0,21.0
Sainte-Chapelle,15.5,0.0,"8 Boulevard du Palais, 75001 Paris France",9.0,17.0
Parc des Buttes-Chaumont Paris XIX,0.0,2.0,"1 Rue Botzaris, 75019 Paris France",7.0,22.0
Montmartre,0.0,0.0,Tout afficher,9.0,21.0
Musée Rodin Paris VII,18.2,2.0,"79 Rue de Varenne close to Bois de Boulogne, 75007 Paris France",9.0,21.0
Place des Vosges Paris IV,0.0,2.0,"Place des Vosges 4th Arrondissement, 75004 Paris France",0.0,23.59
Musée d'Orsay,32.0,3.0,"1 Rue De La Légion d'Honneur, 75007 Paris France",9.0,21.0
Champs-Élysées Paris VIII,0.0,0.0,"Avenue des Champs Elysees, 75008 Paris France",0.0,23.59
Arc de Triomphe,17.5,0.0,"Place Charles de Gaulle Place de L'Étoile, 75008 Paris France",10.0,23.0
Pont Alexandre-III,0.0,0.0,"Pont Alexandre III Quai d'Orsay, 75008 Paris France",9.0,21.0
Rue Cler Paris VII,0.0,0.0,"Rue Cler Near Eiffel Tower, 75007 Paris France",9.0,21.0
Musée Carnavalet - Histoire de Paris et Habitants - Paris III,0.0,3.0,"16 rue des Francs-Bourgeois, 75003 Paris France",9.0,21.0
Le Trocadero et son esplanade,0.0,0.0,"Place du Trocadéro et du 11 Novembre, 75016 Paris France",9.0,21.0
Rue Montorgueil Paris I,0.0,0.0,"Rue Montorgueil, 75001 Paris France",0.0,23.59
Musée National des Arts Asiatiques - Guimet - Paris XVI,0.0,0.0,"6 Place d'Iéna, 75116 Paris France",10.0,18.0
Hôtel de Ville,0.0,0.0,"Place de l'Hôtel de Ville Entrée au 5 Rue Lobeau ou au 29 Rue de Rivoli, 75004 Paris France",9.0,21.0
Eglise de la Madeleine Paris VIII,0.0,0.0,"Place de la Madeleine, 75008 Paris France",9.0,21.0
Place de la Concorde Paris VIII,0.0,0.0,"Place de la Concorde, 75008 Paris France",0.0,23.59
Marché Bastille,0.0,0.0,"Boulevard Richard Lenoir, 75011 Paris France",9.0,21.0
Église Saint-Eustache,0.0,0.0,"2 impasse Saint Eustache, 75001 Paris France",9.3,19.0
Panthéon,11.5,3.0,"Pl. du Panthéon Mont Sainte Geneviève, 75005 Paris France",10.0,18.0
Musée du quai Branly - Jacques Chirac,15.5,3.0,"37 Quai Branly, 75007 Paris France",9.0,21.0
Musée Jacquemart-André,250.0,3.0,"158 Boulevard Haussmann, 75008 Paris France",10.0,20.3
Musée de Montmartre Paris XVIII,0.0,2.0,"12 Rue Cortot, 75018 Paris France",10.0,19.0
Musée du Parfum - Fragonard Paris IX,0.0,0.0,"9, Rue Scribe, 75009 Paris France",9.0,17.0
Palais du Luxembourg,0.0,0.0,"15 Rue de Vaugirard 6th arrondissement, 75006 Paris France",7.0,23.0
Parc Monceau Paris VIII,0.0,0.0,"35 Boulevard de Courcelles, 75008 Paris France",7.0,22.0
Chapelle Notre Dame de la Medaille Miraculeuse,0.0,0.0,"140 rue du Bac, 75007 Paris France",7.45,0.0
Tours de la Cathedrale Notre-Dame,0.0,0.0,"Rue du Cloître Notre-Dame, 75004 Paris France",9.0,21.0
Mémorial De La Shoah,0.0,0.0,"17 Rue Geoffroy L'Asnier, 75004 Paris France",10.0,18.0
Jardins du Palais Royal Paris I,0.0,0.0,"6 Rue de Montpensier, 75001 Paris France",9.0,21.0
Observatoire Panoramique de la Tour Montparnasse,0.0,2.0,"33 Avenue Du Maine, 75015 Paris France",11.0,22.3
Atelier des Lumières Paris XI,0.0,0.0,"38 Rue Saint Maur, 75011 Paris France",10.0,18.0
Galeries Lafayette Paris Haussmann,0.0,3.0,"40 Boulevard Haussmann, 75009 Paris France",1.0,20.3
1er arrondissement,0.0,0.0,"Entre Rues Étienne Marcel, des Petits Champs, Daniele Casanova, des Capucines et Quais des Tuileries, François Miterrand, du Louvre, de La Mégisserie, 75001 Paris France",0.0,23.59
Église Saint-Étienne-du-Mont de Paris,0.0,0.0,"6 Place Sainte Geneviève, 75005 Paris France",9.0,21.0
Coulée Verte René-Dumont,0.0,2.0,"1 Coulée Verte René-Dumont Gare de Lyon - Bercy, 75012 Paris France",7.3,20.3
Musée De Cluny,0.0,0.0,"28 Rue du Sommerard, 75005 Paris France",9.0,21.0
Musée des Arts et Métiers Paris III,0.0,0.0,"60 Rue Réaumur, 75003 Paris France",9.0,21.0
Centre Georges Pompidou Paris IV,0.0,3.0,"Place Georges Pompidou Quartier Beaubourg - Le Marais, 75004 Paris France",11.0,21.0
Musée de la Chasse et de la Nature,0.0,0.0,"62 Rue des Archives Le Marais, 75003 Paris France",9.0,21.0
8ème Arrondissement Paris VIII,0.0,0.0,Tout afficher,0.0,23.59
Église Saint-Sulpice,0.0,0.0,"2 Rue Palatine, 75006 Paris France",7.3,19.3
Le Foodist,0.0,0.0,"59 Rue du Cardinal Lemoine, 75005 Paris France",18.0,23.0
Abbaye de Saint-Germain-des-Prés,0.0,0.0,"3 Place Saint Germain des Prés, 75006 Paris France",9.0,20.0
Wave In Paris,0.0,2.0,"107 Rue De La Croix-nivert, 75015 Paris France",8.3,23.0
Théâtre de Mogador Paris IX,0.0,3.0,"23 Rue de Mogador, 75009 Paris France",9.0,21.0
Musée Bourdelle Paris XV,0.0,0.0,"18 Rue Antoine Bourdelle 15e, 75015 Paris France",9.0,21.0
Rive Gauche Paris V,0.0,0.0,Tout afficher,9.0,21.0
Galerie Dior,0.0,0.0,"11 Rue François 1er, 75008 Paris France",9.0,21.0
Café Théâtre Le Petit Casino Paris III,0.0,0.0,"17 Rue Chapon, 75003 Paris France",0.0,23.59
Le Bon Marché Rive Gauche,0.0,3.0,"24 Rue de Sevres, 75007 Paris France",10.0,20.0
Parc Montsouris,0.0,0.0,"2 Rue Gazan, 75014 Paris France",8.0,21.3
Quartier Montparnasse,0.0,0.0,Visiter le site web,9.0,21.0
Eglise Saint-Severin,0.0,0.0,"Rue des Prêtres Saint Séverin Quartier Latin, 75005 Paris France",11.0,19.3
Musée de la Musique Paris XIX,0.0,0.0,"Cité de la Musique 221 Avenue Jean-Jaurès, 75019 Paris France",9.0,21.0
6e Arrondissement,0.0,0.0,Tout afficher,9.0,21.0
7ème Arrondissement Paris VII,0.0,0.0,Tout afficher,9.0,21.0
Domaine National du Palais-Royal,0.0,2.0,"8 Rue de Montpensier, 75001 Paris France",7.3,20.0
BT-Transfer,0.0,0.0,Tout afficher,6.0,23.45
59 Rivoli,0.0,2.0,"59 Rue de Rivoli Centre Artistique et Culturel, 75001 Paris France",9.0,21.0
"Expositions Galeries, Jardins, et Zoo Paris V",0.0,0.0,En savoir plus sur le bien-être animal dans le tourisme,8.0,18.3
Marché d'Aligre Paris XI,0.0,2.0,"Place d'Aligre, 75011 Paris France",9.0,21.0
Pont-Neuf,0.0,0.0,Tout afficher,9.0,21.0
One Hour – Live Escape Game,0.0,2.0,"24 rue Emile Lepeu, 75011 Paris France",10.0,22.0
Dôme des Invalides,0.0,0.0,"129, rue de Grenelle Hôtel national des Invalides, 75007 Paris France",10.0,20.0
Place Vendôme Paris I,0.0,0.0,"Place Vendôme, 75001 Paris France",0.0,23.59
iFLY Paris,0.0,2.0,"30 Avenue Corentin Cariou Vill'Up à La Villette, 75019 Paris France",9.0,0.0
Cimetière de Montmartre,0.0,2.0,"20 Avenue Rachel, 75018 Paris France",8.0,17.3
Obélisque de Louxor,0.0,0.0,"Place de la Concorde, 75008 Paris France",0.0,23.59
Théâtre Le Grand Point Virgule Paris XV,0.0,0.0,"8Bis Rue de L'Arrivée, 75015 Paris France",11.0,19.0
Dalí Paris,0.0,2.0,"11 Rue Poulbot, 75018 Paris France",10.0,18.0
Eglise Saint-Germain l'Auxerrois,0.0,0.0,"2 Place du Louvre 1er Arrondissement, 75001 Paris France",8.0,19.0
Jardins du Trocadéro Paris XVI,0.0,2.0,"Place du Trocadéro, 75016 Paris France",9.0,21.0
Place Dauphine Paris I,0.0,0.0,Tout afficher,9.0,21.0
Quiz Room Paris Odeon,0.0,2.0,"9 Rue Guenegaud, 75006 Paris France",10.0,23.3
Palais de Chaillot Paris XVI,0.0,0.0,"1 Place Trocadéro et du 11 Novembre, 75116 Paris France",9.0,21.0
Fontaine Médicis Jardin du Luxembourg Paris VI,0.0,0.0,"Rue de Médicis Jardin du Luxembourg, 75006 Paris France",9.0,21.0
Mundolingua Paris VI,0.0,2.0,"10 Rue Servandoni, 75006 Paris France",10.0,19.0
Easy Go Shuttle,0.0,0.0,"34 Av. des Champs-Élysées, 75008 Paris France",5.0,23.0
Stade Roland Garros Paris XVI,16.27,0.0,Visiter le site web,9.0,21.0
Grande Galerie de l'Évolution,0.0,2.0,En savoir plus sur le bien-être animal dans le tourisme,10.0,18.0
Quartier de l'Opéra,0.0,0.0,"Place de l'Opéra, 75009 Paris France",9.0,21.0
Passage Jouffroy,0.0,0.0,"10-12 Boulevard Montmartre, 75009 Paris France",9.0,21.0
Mémorial des Martyrs de la Déportation,0.0,0.0,"Square de l'Île de France, 75004 Paris France",9.0,21.0
Bois de Vincennes Paris XII,0.0,0.0,"293 Avenue Dausmenil, 75012 Paris France",9.0,21.0
Virtual Room,0.0,2.0,"35 Boulevard Richard Lenoir Ground floor, RDC, 75011 Paris France",10.0,22.0
Théâtre La Grande Comédie Paris IX,0.0,0.0,"40 Rue de Clichy, 75009 Paris France",15.0,22.0
4ème arrondissement,0.0,0.0,Tout afficher,0.0,23.59
Voie Triomphale,0.0,0.0,Appeler,9.0,21.0
Ban Sin Thai,0.0,2.0,"134 rue de Vaugirard, 75015 Paris France",11.0,20.0
Pont de Bir-Hakeim Paris XV,0.0,0.0,Tout afficher,9.0,21.0
Paris Disney Best Transfer,0.0,0.0,Visiter le site web,9.0,21.0
"Boulevard Saint-Germain Paris V, VI et VII",0.0,0.0,Tout afficher,9.0,21.0
Panik Room,0.0,2.0,"38 rue Croix des Petits Champs, 75001 Paris France",10.0,23.3
Marché Mouffetard,0.0,0.0,"139 Rue Mouffetard, 75005 Paris France",0.0,23.59
Rashomon Escape,0.0,2.0,"26 Rue Breguet, 75011 Paris France",10.0,23.3
Quiz Room Paris Opéra,0.0,2.0,"76 Rue De La Victoire, 75009 Paris France",10.0,23.3
Arc de Triomphe du Carrousel Paris I,0.0,0.0,"Place du Carrousel Entre Le Louvre et Jardin des Tuileries, 75001 Paris France",9.0,21.0
Quiz Room Paris La Villette,0.0,2.0,"30 Av. Corentin Cariou, 75019 Paris Centre Vill'up, 75019 Paris France",10.0,0.0
Team Break Paris 9 (Paris IX),0.0,2.0,"44 Rue de Dunkerque, 75009 Paris France",10.0,0.0
O'Kari Hammam,0.0,0.0,"22 rue Dussoubs, 75002 Paris France",10.0,20.0
Sensation spa,0.0,2.0,"8 villa de saxe, 75007 Paris France",10.0,22.0
Église Saint-Pierre de Montmartre Paris XVIII,0.0,0.0,"2 Rue du Mont Cenis, 75018 Paris France",9.3,19.0
Moulin Rouge,148.0,3.0,"82 Boulevard de Clichy, 75018 Paris France",19.0,1.0
Les Cognées,0.0,2.0,"5 Rue Stephenson, 75018 Paris France",9.0,21.0
Esplanade des Invalides,0.0,0.0,"129 Rue de Grenelle Les Invalides, 75007 Paris France",9.0,21.0
Gamescape,0.0,2.0,"17 Rue de la Pierre Levée, 75011 Paris France",12.0,22.0
Musee Gustave Moreau,0.0,0.0,"14 Rue Catherine de la Rochefoucauld, 75009 Paris France",10.0,18.0
AbiTransport,0.0,3.0,Visiter le site web,0.0,23.59
Musée Maillol Paris VII,0.0,2.0,"61 Rue de Grenelle, 75007 Paris France",10.3,18.3
La Butte Aux Cailles,0.0,3.0,"Rue de la Butte Aux Cailles, 75013 Paris France",9.0,21.0
Crack The Egg,0.0,2.0,"46 avenue daumesnil, 75012 Paris France",10.0,23.3
Lock Academy,0.0,2.0,"25 rue Coquillière, 75001 Paris France",10.0,0.0
Cimetière du Montparnasse,0.0,0.0,"3 Boulevard Edgar Quinet 14ème Arrondissement, 75014 Paris France",8.0,17.3
Cathédrale Saint-Louis des Invalides Paris VII,0.0,2.0,"53 Boulevard de la Tour Maubourg, 75007 Paris France",9.0,21.0
La Sorbonne,0.0,0.0,Visiter le site web,9.0,21.0
Tour Saint-Jacques Paris IV,0.0,0.0,Visiter le site web,9.0,21.0
Le Bureau des Legendes : L'Escape Game Immersif,0.0,2.0,Visiter le site web,16.0,23.45
The Live Thriller,0.0,3.0,Visiter le site web,16.3,22.3
The Trip,0.0,2.0,"Rue de la Folie Méricourt, 75011 Paris France",13.45,22.3
Assemblée Nationale Paris VII,0.0,0.0,"33 Quai D'Orsay, 75007 Paris France",9.0,21.0
Transport Barthelot,0.0,0.0,Tout afficher,0.0,23.59
Lok Siam Spa - Ternes,0.0,2.0,"17 Rue Guersant, 75017 Paris France",11.0,20.0
TEAM-TIME : Live Escape Game,0.0,2.0,"26 rue Richer, 75009 Paris France",17.3,0.0
Spa by Clarins,0.0,2.0,"8 avenue de la Porte Molitor Hôtel Molitor Paris, 75016 Paris France",10.0,20.0
Hammam Pacha,0.0,3.0,"17 Rue Mayet, 75006 Paris France",11.0,19.0
Elegant Transfers,0.0,0.0,Tout afficher,9.0,19.0
Les Secrets Gourmands de Noémie,0.0,0.0,"92 Rue Nollet, 75017 Paris France",9.0,21.0
La Nouvelle Ève,0.0,2.0,"25 rue Pierre Fontaine 9th, 75009 Paris France",18.3,0.0
Nuxe Spa,0.0,2.0,"32 rue Montorgueil, 75001 Paris France",10.0,21.0
Secrets Hunters,0.0,2.0,"17 Place De La Nation, 75011 Paris France",9.0,21.0
HintHunt Paris,0.0,2.0,"62 rue Beaubourg, 75003 Paris France",10.0,22.0
Private Taxi Disney Paris,0.0,0.0,Tout afficher,0.0,23.59
Pandore & Associés,0.0,2.0,"102 boulevard Voltaire, 75011 Paris France",10.0,0.0
École Ritz Escoffier Paris I,0.0,3.0,"15 Place Vendôme Hôtel Ritz, 75001 Paris France",9.0,18.0
Horizon of Khufu - Immersive Expedition,0.0,2.0,"1 rue des Fosses Saint Bernard Institut du Monde Arabe, 75005 Paris France",9.0,21.0
AviaSim Paris,0.0,2.0,"16 rue Raymond Aron, 75013 Paris France",9.0,21.0
BAM Karaoke Box Richer,0.0,3.0,"30, Rue Richer, 75009 Paris France",18.15,2.0
Massage Concept Paris,0.0,2.0,"15 rue de la Grande Truanderie, 75001 Paris France",10.0,20.0
Spa THÉMAÉ Paris,0.0,3.0,"20 Rue Croix des Petits Champs, 75001 Paris France",11.0,20.0
Wildness,0.0,2.0,"79 rue de Patay, 75013 Paris France",9.0,21.0
Par'ici,0.0,0.0,"52 rue Mouffetard, 75005 Paris France",10.0,19.3
Top Paris Transfer,0.0,3.0,"157 rue Vercingetorix, 75014 Paris France",0.0,23.59
Le Paradis Latin,0.0,3.0,"28 Rue du Cardinal Lemoine, 75005 Paris France",19.3,0.0
The Quest Factory,0.0,2.0,"4 Rue des Petits Hôtels, 75010 Paris France",10.0,23.0
La Beer Fabrique - Ateliers Bière,0.0,3.0,"6 Rue Guillaume Bertrand, 75011 Paris France",9.0,21.0
BAM Karaoke Box Parmentier,0.0,3.0,"40 Avenue de la République, 75011 Paris France",9.0,21.0
Flight in Paris,0.0,0.0,"97 Boulevard Soult, 75012 Paris France",14.0,19.0
Phobia Escape Game Paris,0.0,2.0,"127 Rue Jeanne d'Arc, 75013 Paris France",10.0,22.0
L'Oasis Meïsō - Le Centre de Flottaison,0.0,2.0,"51 Boulevard de la Chapelle ( Fond de la Cour a Gauche ), 75010 Paris France",10.3,0.0
La Kitchenette de Miss Tâm,0.0,3.0,"55 rue Traversière, 75012 Paris France",9.0,21.0
How to become Parisian in one hour?,0.0,2.0,"24 Boulevard Poissonniere Theatre des Nouveautes, 75009 Paris France",9.0,22.0
Inter Service Prestige,0.0,0.0,"58 Rue des Garennes 92160 Antony, 92160 Paris France",0.0,23.59
Quiveutpister Paris,0.0,3.0,Visiter le site web,9.0,21.0
You Have Sixty Minutes,0.0,2.0,"57 rue de Maubeuge, 75009 Paris France",9.0,21.0
TioShuttle,0.0,0.0,Tout afficher,0.0,23.59
Paris Eagle Cab,0.0,3.0,Visiter le site web,9.0,21.0
California Limousines,0.0,2.0,"Place Vendôme, 75001 Paris France",9.0,21.0
Le 4 Mains - Paris,0.0,2.0,"40 bis rue du Faubourg Poissonière, 7510 Paris France",9.0,21.3
Escape Hunt - Escape Game Paris,0.0,2.0,"5 rue de Hanovre, 75002 Paris France",10.0,22.0
Bijoux Blues,0.0,0.0,"30 rue Saint Paul, 75004 Paris France",0.0,0.0
Spa de La Belle Juliette,0.0,2.0,"92 rue du Cherche Midi, 75006 Paris France",11.0,19.3
Artishow Cabaret,0.0,3.0,"3 cité Souzy, 75011 Paris France",9.0,21.0
ARTIMUS Escape Game,0.0,2.0,"161 Rue des Pyrénées, 75020 Paris France",10.0,23.45
Langue Appart',0.0,3.0,"10 Rue Gambey, 75011 Paris France",9.0,17.0
Apaches De Paris,0.0,2.0,"8 Bd Montmartre, 75009 Paris France",9.0,21.0
Les Petites Flèches,0.0,3.0,"rue Jean Pierre Timbaud, 75011 Paris France",18.0,0.0
Incarna,0.0,2.0,"25 rue du Petit Musc, 75004 Paris France",17.0,0.0
Bar Hemingway Paris I,0.0,0.0,"15 Place Vendôme, 75001 Paris France",17.3,0.3
Candora,0.0,2.0,"1 Rue du Pont Louis-Philippe, 75004 Paris France",9.0,21.0
Chez Michou Paris XVIII,0.0,0.0,"80 Rue des Martyrs 18ème Arrondissement, 75018 Paris France",20.0,0.3
Just Art! Paris,0.0,3.0,"3 Rue de Sévigné, 75004 Paris France",12.0,22.0
BAM Karaoke Box Sentier,0.0,3.0,"50 Rue d'Aboukir, 75002 Paris France",17.3,2.0
Deep Inside,0.0,2.0,"7 Quai De La Seine, 75019 Paris France",10.0,23.0
Lok Siam Spa Auteuil,0.0,2.0,"61 rue Chardon Lagache, 75016 Paris France",11.0,20.0
Bam Karaoke Box Etoile,0.0,0.0,"69 Avenue De Wagram, 75017 Paris France",9.0,21.0
BAM Karaoke Box Madeleine,0.0,3.0,"4 rue de Caumartin, 75009 Paris France",9.0,21.0
Welcome Pickups,0.0,0.0,Tout afficher,9.0,21.0
Paris Private Transfer Cabs,0.0,3.0,Tout afficher,9.0,21.0
Airport Prestige Transfer,0.0,0.0,Visiter le site web,9.0,21.0
"The Spa at Mandarin Oriental, Paris",0.0,0.0,"251 Rue Saint-Honoré, 75001 Paris France",9.0,21.0
GG Escape Game,0.0,2.0,"72 bd de Charonne, 75020 Paris France",10.0,23.45
Cirque d'Hiver Bouglione Paris XI,0.0,3.0,"110 Rue Amelot 11ème Arrondissement, 75011 Paris France",9.0,21.0
LeavinRoom,0.0,2.0,"28 B boulevard Pereire, 75017 Paris France",10.0,22.0
Paris Ma Belle,0.0,3.0,Visiter le site web,9.0,20.0
E. Dehillerin,0.0,0.0,"18-20 Rue Coquillière Proche du Louvre, de l'Église Saint-Eustache, des Halles, 75001 Paris France",9.0,0.0
"THATLou, Treasure Hunt at the Louvre",0.0,0.0,"The Louvre, rue de Rivoli, 75001 Paris France",9.0,21.0
Edwart Chocolatier,0.0,0.0,"244 Rue de Rivoli, 75001 Paris France",11.0,20.0
Majestic Escape Game,0.0,0.0,"2 Rue Française, 75001 Paris France",10.0,23.0
Le Double Fond,0.0,0.0,"1 Place du Marche Sainte Catherine, 75004 Paris France",9.0,21.0
A World in A Pan,0.0,3.0,"75 Boulevard De Montmorency, 75016 Paris France",9.0,21.0
Prizoners,0.0,2.0,"15 Rue Quincampoix, 75004 Paris France",10.0,22.0
Le Spa Dans le Noir ?,0.0,2.0,"65 Rue Montmartre, 75002 Paris France",12.0,20.0
Oh My God She's Parisian !,0.0,2.0,"19 boulevard Saint-Martin Théâtre BO Saint-Martin, 75003 Paris France",9.0,21.0
Cinevasion,0.0,2.0,"147 rue de Vaugirard, 75015 Paris France",9.0,21.0
Les Caves du Louvre - Make Your Own Wine Workshop,0.0,2.0,"52 rue de l Arbre Sec, 75001 Paris France",14.0,18.0
La French Beauty,0.0,0.0,"24 Rue du Temple, 75004 Paris France",10.3,19.3
Berthillon,0.0,0.0,"31-46 Rue St.-Louis-en-l'Île Île Saint Louis, 75004 Paris France",9.0,21.0
Bel Canto Paris,0.0,0.0,Visiter le site web,9.0,21.0
Palais Maillot,0.0,0.0,"2 Place de la Porte Maillot Palais des Congrès, 75017 Paris France",9.0,21.0
Caveau de la Huchette Paris V,0.0,3.0,"5 Rue de la Huchette Le Club De Jazz Du Film La La Land, 75005 Paris France",9.0,21.0
Victory Escape Game Opéra,0.0,2.0,"21 Rue de la Victoire, 75009 Paris France",10.0,23.45
ClueZ Paris,0.0,2.0,"103, rue Saint-Antoine Le Marais, 75004 Paris France",10.0,19.0
Kairos Escape,0.0,2.0,"42 Rue Sedaine, 75011 Paris France",9.3,23.0
Mystery Bag,0.0,2.0,"Place Saint Catherine, 75004 Paris France",9.0,21.0
Isaan Thaï Spa,0.0,2.0,"26 Rue Paul Barruel, 75015 Paris France",11.0,20.0
Grey Shuttle,0.0,3.0,Tout afficher,9.0,21.0
Le Studio des Parfums,0.0,2.0,"7 Rue des Francs Bourgeois, 75004 Paris France",11.0,20.0
Royal Transfer,0.0,2.0,Visiter le site web,0.0,23.59
DS Prestige,0.0,0.0,Visiter le site web,9.0,21.0
Les Bulles À Flotter,0.0,2.0,"32 Boulevard de la Bastille, 75012 Paris France",10.0,22.3
The Escape Agency,0.0,2.0,"36 Rue du Faubourg Saint Martin, 75010 Paris France",11.0,22.3
Amour en Cuisine - Cooking Classes,0.0,3.0,"rue Louis Codet, 75007 Paris France",9.0,21.0
PhotoProf - Cours de photographie,0.0,3.0,"6 place des Vosges, 75004 Paris France",9.3,20.0
Room Rush,0.0,2.0,"100 avenue Philippe Auguste, 75011 Paris France",10.0,22.0
Le Calbar,0.0,2.0,"82 rue de Charenton, 75012 Paris France",9.0,21.0
Visite Paris En Bateau,0.0,0.0,Visiter le site web,9.0,21.0
Zen Thai Spa,0.0,0.0,"12 rue du Pic de Barrette, 75015 Paris France",11.0,20.0
Passage des Panoramas,0.0,0.0,"11 Bd Montmartre, 75002 Paris France",9.0,21.0
Le Cheese Geek,0.0,3.0,"31 rue Sainte-Marthe Inside a beautiful cheese shop, 75005 Paris France",9.0,21.0
60 Minutes Escape,0.0,2.0,"130 rue du Faubourg Saint Martin, 75010 Paris France",0.0,22.0
Catherine Reed Cooking Classes,0.0,0.0,"11 B rue Amelie, 75007 Paris France",9.0,21.0
L'Antichambre,0.0,2.0,"55 Boulevard Saint Martin Face à la Porte Saint Martin, 75003 Paris France",10.0,23.0
Darcos Arc de Triomphe,0.0,0.0,"53 Avenue de la Grande Armée Métro ligne 1 Sortie Argentine, 75016 Paris France",9.0,17.0
Villa Thalgo Club & Spa,0.0,0.0,"8 avenue Raymond Poincare, 75116 Paris France",8.15,20.0
Victory Escape Game Marais,0.0,2.0,"37 Rue des Gravilliers, 75003 Paris France",10.0,23.3
