Nom,price,time,adress,Open,Close
La Fontaine aux Lions,0.0,0.0,"Place Felix Eboue, 75019 Paris France",9.0,21.0
Carré Marigny,0.0,0.0,Tout afficher,9.0,21.0
Église Roumaine Orthodoxe des Saints-Archanges,0.0,0.0,"9 B rue Jean de Beauvais, 75005 Paris France",9.0,21.0
Arbre des Voyelles,0.0,0.0,"Jardin des Tuileries, 75001 Paris France",7.0,21.0
Eglise Saint Thomas d'Aquin,0.0,0.0,Visiter le site web,9.0,21.0
Le Zèbre de Belleville,0.0,0.0,"63 boulevard de Belleville, 75011 Paris France",9.0,21.0
Fontaine Cuvier,0.0,0.0,"20 rue Cuvier, 75005 Paris France",9.0,21.0
Petite Ceinture du 13ème,0.0,0.0,"60 Rue Damesme, 75013 Paris France",9.0,21.0
Eglise Saint Louis de la Salpêtrière,0.0,2.0,"47 boulevard de l Hopital, 75013 Paris France",10.3,0.0
Les Guichets du Palais du Louvre,0.0,0.0,"Quai François Mitterrand, 75001 Paris France",9.0,21.0
Sculpture Joie de Vivre,0.0,0.0,"Jardins du Trocadero, 75016 Paris France",0.0,23.59
Parc Sainte-Périne,0.0,2.0,"41 rue Mirabeau avenue de Versailles, 75016 Paris France",8.0,21.0
Petit-Pont-Cardinal-Lustiger,0.0,0.0,"Quai du Marché Neuf, 75004 Paris France",9.0,21.0
Les Docks,0.0,0.0,"34 quai D Austerlitz, 75013 Paris France",10.0,0.0
Parc des Pelouses d'Auteuil,0.0,2.0,"Place de la Porte d'Auteuil, 75016 Paris France",9.0,21.0
La Statue de Laure de Noves,0.0,0.0,"69 boulevard Saint Michel À l'intérieur du Jardin du Luxembourg, 75005 Paris France",9.0,21.0
L'Immortalité Devançant le Temps,0.0,0.0,"Avenue Winston Churchill Cour La Reine, 75008 Paris France",0.0,23.59
Église Saint-Jean-Baptiste de Belleville,0.0,0.0,"139 Rue de Belleville, 75019 Paris France",9.0,21.0
Fontaine de la Porte Dorée,0.0,2.0,"Place Edouard-Renard, 75012 Paris France",9.0,21.0
Cimetière Saint-Vincent,0.0,0.0,"6 rue Lucien Gaulard 18e, 75018 Paris France",8.0,17.0
Chevalier de La Barre,0.0,0.0,"1 rue Saint Eleuthere Square Nadar, 75018 Paris France",9.0,21.0
"La statue ""Flore Farnèse""",0.0,0.0,"1 Jardin des Tuileries, 75001 Paris France",9.0,21.0
Cavalier romain,0.0,0.0,Tout afficher,9.0,21.0
Parc de Choisy,0.0,0.0,"2 Rue du Docteur Magnan, 75013 Paris France",9.0,21.0
L'ile Aux Images,0.0,0.0,"51 Rue Saint-Louis en l'Île, 75004 Paris France",14.0,19.0
Square Paul-Langevin,0.0,0.0,"20 Rue Monge, 75005 Paris France",9.0,21.0
La Statue de la Louve Capitoline,0.0,0.0,"56 Rue des Écoles Carré Paul Painlevé, 75005 Paris France",9.0,21.0
Passage Lhomme,0.0,0.0,"Rue de Charonne, 75011 Paris France",9.0,21.0
Statue La Grisette,0.0,0.0,"Boulevard Jules Ferry, 75011 Paris France",9.0,21.0
Hôtel de Beauharnais,0.0,2.0,"78 rue de Lille, 75007 Paris France",9.0,21.0
Port Autonome de Paris,0.0,2.0,"2 quai de Grenelle, 75732 Paris France",9.0,21.0
Theatre Les Feux de la Rampe,0.0,0.0,Visiter le site web,9.0,21.0
Square des Missions Étrangères Paris VII,0.0,0.0,"105 Rue du Bac, 75007 Paris France",9.0,21.0
Turenne Enfant,0.0,0.0,"110 rue de Turenne, 75003 Paris France",9.0,21.0
Le Monument A Charles Perrault,0.0,0.0,"1 Jardin des Tuileries, 75001 Paris France",9.0,21.0
Jardin de l'Hôtel Lamoignon Paris IV,0.0,0.0,"25 Rue des Francs Bourgeois, 75003 Paris France",9.0,21.0
La Statue Equestre de La Fayette,0.0,0.0,"Cours La Reine, 75008 Paris France",9.0,21.0
Lac Inférieur du Bois de Boulogne,0.0,2.0,Tout afficher,9.0,21.0
La Pyramide du Parc Monceau,0.0,0.0,Visiter le site web,9.0,21.0
Square Saint-Gilles Grand Veneur - Pauline-Roland Paris III,0.0,0.0,"9 Rue du Grand Veneur, 75003 Paris France",9.0,21.0
Les Six Continents: L'Afrique,0.0,0.0,"Rue de Lille Parvis du Musée d'Orsay, 75007 Paris France",9.0,21.0
Passage Couvert du Prado Paris X,0.0,0.0,"12 Rue du Faubourg Saint Denis, 75010 Paris France",9.0,21.0
Galerie des Enfants,0.0,2.0,"36 rue Geoffroy Saint Hilaire, 75005 Paris France",0.0,0.0
Le viaduc d'Austerlitz,0.0,0.0,"85 Quai d'Austerlitz, 75013 Paris France",9.0,21.0
Fontaine des Arts et Métiers,0.0,0.0,Tout afficher,9.0,21.0
Collection de Mineraux,0.0,2.0,"4 Place Jussieu Universite Pierre Et Marie Curie, 75005 Paris France",9.0,21.0
"La statue ""Jules César""",0.0,0.0,"1 Jardin des Tuileries, 75001 Paris France",9.0,21.0
Synagogue Buffault,0.0,0.0,"28 rue Buffault, 75009 Paris France",9.0,21.0
Le Poète Chevauchant Pégase,0.0,0.0,"6 Sq. de l'Opéra-Louis Jouvet, 75009 Paris France",9.0,21.0
Statue Le Rhinocéros,0.0,0.0,"Quai Anatole France, 75007 Paris France",9.0,21.0
Galerie Joseph - 7 Bachaumont,0.0,0.0,"7 rue Bachaumont, 75002 Paris France",9.0,21.0
Statue Tigre Terrassant un Crocodile,0.0,0.0,"Rue du Rivoli Jardin des Tuileries, 75001 Paris France",9.0,21.0
Esplanade Gaston Monnerville Paris VI,0.0,0.0,"7 Place André Honnorat, 75006 Paris France",9.0,21.0
Paris Rive Gauche,0.0,3.0,Visiter le site web,9.0,21.0
Paroisse Saint Ferdinand des Ternes,0.0,0.0,"27 rue d Armaille, 75017 Paris France",9.0,21.0
Bibliothèque historique de la ville de Paris,0.0,0.0,"24 Rue Pavée, 75004 Paris France",10.0,18.0
Comedie Tour Eiffel,0.0,0.0,"14 rue Desaix, 75015 Paris France",9.0,21.0
Le Répit du Travailleur,0.0,0.0,"94 rue Jean Pierre Timbaud, 75011 Paris France",9.0,21.0
Galerie Valérie Valentini,0.0,0.0,"27 rue Gabrielle, 75018 Paris France",9.0,21.0
Le monument a Washington et La Fayette,0.0,0.0,"Place des Etats-Unis, 75016 Paris France",9.0,21.0
Statue Rhinocéros attaqué par un Tigre,0.0,0.0,"Rue du Rivoli Jardin des Tuileries, 75001 Paris France",9.0,21.0
Fontaine du Trocadero,0.0,0.0,"avenue Gustave V de Suede, 75116 Paris France",9.0,21.0
Église Sainte-Jeanne-de-Chantal,0.0,0.0,"96 Boulevard Murat, 75016 Paris France",9.0,21.0
Fontaine de la Vierge,0.0,0.0,"Quai de l'Archeveche, 75004 Paris France",9.0,21.0
La Statue de Clémence Isaure,0.0,0.0,"69 boulevard Saint Michel À l'intérieur du Jardin du Luxembourg, 75005 Paris France",9.0,21.0
Statue du Maréchal Lyautey,0.0,0.0,"1 Place Denys Cochin, 75007 Paris France",0.0,23.59
Chapelle de la Sorbonne,0.0,0.0,"1 rue Victor Cousin, 75005 Paris France",9.0,21.0
Fontaine de Georges Jeanclos,0.0,0.0,"Square Rene Viviani, 75005 Paris France",9.0,21.0
Gagosian Gallery,0.0,0.0,"4 rue de Ponthieu, 75008 Paris France",9.0,21.0
Square Montholon,0.0,0.0,"2 rue Mayran, 75009 Paris France",9.0,21.0
5ème arrondissement,0.0,0.0,Tout afficher,9.0,21.0
Pavillon de l'Ermitage,0.0,0.0,"148 rue de Bagnolet, 75020 Paris France",9.0,21.0
Theatre Rive Gauche,0.0,2.0,"6 rue de la Gaite, 75014 Paris France",9.0,21.0
Sculptures Taureau et Daim,0.0,0.0,"Fontaines des Jardins du Trocadéro, 75016 Paris France",0.0,23.59
Mémorial National de la Guerre d'Algérie et des Combats du Maroc et de la Tunisie,0.0,0.0,Tout afficher,9.0,21.0
Théâtre de l'Atelier,0.0,0.0,"Place Charles Dullin, 75018 Paris France",9.0,21.0
Square Claude Debussy,0.0,0.0,"Avenue du Marechal Fayolle, 75016 Paris France",9.0,21.0
Paris dans la tête Mural,0.0,0.0,"171 rue la Fayette 4 rue de l’Aqueduc, 75010 Paris France",0.0,23.59
Jardin de l'Hôtel Salomon de Rothschild Paris VIII,0.0,0.0,"12 Avenue de Friedland, 75008 Paris France",9.0,21.0
Société Générale,0.0,0.0,"29 boulevard Haussmann, 75421 Paris France",9.0,21.0
Statue de Valentine de Milan,0.0,0.0,"Rue Auguste Comte Jardin du Luxembourg, 75006 Paris France",9.0,21.0
Theatre Mélo d'Amélie,0.0,2.0,"4 rue Marie Stuart, 75002 Paris France",9.0,21.0
Jardin d'Erevan,0.0,0.0,"19X Cours la Reine, 75008 Paris France",9.0,21.0
Synagogue Agoudas Hakehilos,0.0,0.0,"10 Rue Pavée, 75004 Paris France",9.0,21.0
Yvon Lambert Bookshop,0.0,0.0,"14 rue des Filles du Calvaire, 75003 Paris France",9.0,21.0
Square de l'Opéra Louis-Jouvet,0.0,0.0,"5 rue Boudreau 10 Bis rue Édouard VII, 75009 Paris France",9.0,21.0
Monument à Francis Garnier,0.0,0.0,"Place Camille Julian at the intersection of Boulevard Saint-Michel and the Avenue of the Observatory, 75006 Paris France",9.0,21.0
L'Embâcle,0.0,0.0,Tout afficher,9.0,21.0
Galerie Montmartre,0.0,0.0,"11 Place du Tertre, 75018 Paris France",11.0,18.0
FrogPubs,0.0,2.0,"110 Bis Avenue Kleber, 75116 Paris France",9.0,21.0
Hotel-Dieu de Paris,0.0,0.0,"1 Parvis Notre-Dame, 75004 Paris France",9.0,21.0
L'homme et sa misère,0.0,0.0,"Rue de rivoli Jardin des tuileries, 75001 Paris France",9.0,21.0
Cheval Cabré,0.0,0.0,"3 Place Lucien Herr, 75005 Paris France",9.0,21.0
Statue Cain Venant de Tuer son Frère,0.0,0.0,"1 Jardin des Tuileries, 75001 Paris France",9.0,21.0
Eglise Saint Jean Baptiste de la Salle,0.0,0.0,"9 rue du Docteur Roux, 75015 Paris France",9.0,21.0
Église Sainte-Anne de la Butte-aux-Cailles,0.0,0.0,"188 Rue de Tolbiac, 75013 Paris France",9.0,21.0
Parc de Passy,0.0,0.0,"32 Avenue du Président Kennedy, 75016 Paris France",9.0,21.0
Les Enfants du Monde,0.0,0.0,"128 quai de Bercy Parc de Bercy, 75012 Paris France",0.0,23.59
Fontaine Martin,0.0,0.0,"Rue des Recollets Jardin Villemin, 75010 Paris France",9.0,21.0
Le Monument aux Combattants Polonais,0.0,0.0,Tout afficher,9.0,21.0
Galerie de la Madeleine,0.0,0.0,"9 Place de la Madeleine, 75008 Paris France",9.0,21.0
La Statue de Lamarck,0.0,0.0,"2 Place Valhubert, 75005 Paris France",9.0,21.0
Fontaine de la Nymphe Marine,0.0,0.0,"176 rue Saint Honore, 75001 Paris France",0.0,23.59
Galerie GADCOLLECTION,0.0,0.0,"4 rue du Pont Louis Philippe, 75004 Paris France",9.0,21.0
Institut des Cultures d'Islam,0.0,0.0,"19-23 rue Léon, 75018 Paris France",9.0,21.0
Statue de Mihai Eminescu,0.0,0.0,"intersection Rue des Ecoles et Rue Jean-de-Beauvais, 75005 Paris France",9.0,21.0
Statue de Condorcet,0.0,0.0,Tout afficher,9.0,21.0
Statue La Nymphe,0.0,0.0,"Rue du Rivoli Jardin des Tuileries, 75001 Paris France",9.0,21.0
Statue de Blaise Pascal,0.0,0.0,"Square de la Tour Saint Jacques, 75004 Paris France",9.0,21.0
L'Harmonie Triomphant de la Discorde,0.0,0.0,"Avenue Winston Churchill Sur le toit du Grand Palais, 75008 Paris France",0.0,23.59
Square du Serment de Koufra Paris XIV,0.0,0.0,"187 Rue de la Légion Étrangère, 75014 Paris France",9.0,21.0
Aux Negociants,0.0,0.0,"27 rue Lambert, 75018 Paris France",12.0,0.0
Immeuble BNP Paribas,0.0,0.0,"14 rue Bergère, 75009 Paris France",9.0,21.0
Monument au Maréchal Juin,0.0,0.0,"Place d'Italie, 75013 Paris France",9.0,21.0
"Statue ""Lion et Lionne se Disputant un Sanglier""",0.0,0.0,"1 Jardin des Tuileries near rue de Rivoli at the entrance near the Tuileries metro station, 75001 Paris France",9.0,21.0
Hôtel des Ambassadeurs de Hollande,0.0,0.0,"47 Rue Vieille du Temple, 75004 Paris France",9.0,21.0
Monument à Balzac par Rodin,0.0,0.0,"136 Boulevard Raspail, 75006 Paris France",9.0,21.0
Galerie  du Credit Municipal  de Paris,0.0,0.0,"55 rue des Francs Bourgeois, 75181 Paris France",9.0,18.0
La Statue La Marchande de Masques,0.0,0.0,"69 boulevard Saint Michel À l'intérieur du Jardin du Luxembourg, 75005 Paris France",9.0,21.0
La Statue de Charles Leconte de Lisle,0.0,0.0,"69 boulevard Saint Michel À l'intérieur du Jardin du Luxembourg, 75005 Paris France",9.0,21.0
Théâtre Libre,0.0,0.0,"4, Boulevard de Strasbourg, 75010 Paris France",9.0,21.0
Immeuble Art-Nouveau,0.0,0.0,"14 rue d Abbeville, 75010 Paris France",9.0,21.0
Cavalier Gaulois,0.0,0.0,Tout afficher,9.0,21.0
Théâtre Le Passage vers les Etoiles,0.0,2.0,"17 Cite Joly, 75011 Paris France",9.0,21.0
Square Sarah Bernhardt,0.0,0.0,"2 Rue de Buzenval, 75020 Paris France",9.0,21.0
La statue de Léon Serpollet,0.0,0.0,"Place Saint-Ferdinand, 75017 Paris France",9.0,21.0
Fresque Chuuuttt !!!,0.0,0.0,"1 Place Igor Stravinsky, 75004 Paris France",0.0,23.59
Jardins des Archives Nationales Paris III,0.0,2.0,"60 Rue des Francs Bourgeois, 75003 Paris France",9.0,21.0
Statue L'Industrie,0.0,0.0,Tout afficher,9.0,21.0
Marché Auguste Blanqui,0.0,0.0,"Boulevard Auguste Blanqui Entre Place D'Italie et rue Barrault, 75013 Paris France",9.0,21.0
Fontaine Wallace Murale,0.0,0.0,"Rue Geoffroy Saint-Hilaire Angle rue Cuvier, 75005 Paris France",9.0,21.0
Église Saint Germain de Charonne Paris XX,0.0,0.0,"122 Rue de Bagnolet, 75020 Paris France",9.0,21.0
Eglise Saint Joseph Artisan,0.0,0.0,"214 Rue Lafayette, 75010 Paris France",9.0,21.0
Statue Retour de Chasse,0.0,0.0,"Rue do Rivoli Jardin des Tuileries, 75001 Paris France",9.0,21.0
Château d'Eau de Montmartre,0.0,0.0,"14 rue du Mont Cenis, 75018 Paris France",9.0,21.0
Les Étoiles,0.0,3.0,"61 Rue du Château d'Eau, 75010 Paris France",9.0,21.0
Statue Le faune dansant,0.0,0.0,"Rue Auguste Comte Jardin du Luxembourg, 75006 Paris France",9.0,21.0
Le 13ème Art,0.0,2.0,"Place d'Italie Centre Commercial Italie 2, 75013 Paris France",9.0,21.0
Monument a Guy de Maupassant,0.0,0.0,Tout afficher,9.0,21.0
Bibliothèque-musée de l'Opéra,0.0,0.0,"Palais Garnier  8 rue Scribe Accès Angle des Rues Scribe et Auber, 75009 Paris France",10.0,17.0
Monument à la France La Belgique reconnaissante.,0.0,0.0,"1 Place de la Reine Astrid, 75008 Paris France",9.0,21.0
Faubourg Saint-Germain,0.0,0.0,Tout afficher,9.0,21.0
Auteuil,0.0,0.0,Tout afficher,9.0,21.0
Chapelle de l'Hôpital Lariboisière,0.0,0.0,"2, rue Ambroise Paré, 75010 Paris France",9.0,21.0
Rue Saint-Martin,0.0,2.0,Tout afficher,9.0,21.0
Maison Eymonaud,0.0,0.0,"7 impasse Marie Blanche, 75018 Paris France",9.0,21.0
Les Fils de Caïn,0.0,0.0,"1 Jardin des Tuileries Terrasse du Bord de l'Eau, 75001 Paris France",9.0,21.0
Monument à Aristide Briand,0.0,0.0,"35 quai D Orsay, 75007 Paris France",9.0,21.0
Café de la danse,0.0,0.0,"5 Passage Louis Philippe, 75011 Paris France",9.0,21.0
Lock Busters,0.0,2.0,"2 Rue Crillon, 75004 Paris France",17.3,23.45
Max Rumeau Photography,0.0,0.0,Visiter le site web,9.0,21.0
Christopher's Paris,0.0,0.0,Envoyer un e-mail,9.0,21.0
Family Focus Tours Paris,0.0,0.0,Envoyer un e-mail,9.0,21.0
"Paris Wine Co, Paris wine tasting Experience",0.0,0.0,Envoyer un e-mail,9.0,21.0
Art-Tour Ramona Rorvik,0.0,0.0,Visiter le site web,9.0,21.0
Pont de Sully,0.0,0.0,"Quai de la Tournelle, 75005 Paris France",9.0,21.0
Arboretum Du Bois De Vincennes,0.0,2.0,"4 route de la Pyramide, 75012 Paris France",9.0,21.0
Statue Équestre De Simon Bolivar,0.0,0.0,"1910 Port des Champs-Élysées Cours la Reine, 75008 Paris France",0.0,23.59
Le Temple Protestant De L'Oratoire Du Louvre,0.0,0.0,"145 Rue Saint Honoré 160 Rue de Rivoli, 75001 Paris France",9.3,11.3
Église Sainte-Marguerite,0.0,0.0,"36 rue Saint Bernard Paris 11, 75011 Paris France",8.3,0.0
Moulin Radet,0.0,0.0,"83 Rue Lepic, 75018 Paris France",9.0,21.0
Square René-Le Gall et Obélisque Paris XIII,0.0,0.0,"28 Rue de Croulebarbe, 75013 Paris France",9.0,21.0
Ateliers-musée Chana Orloff,0.0,2.0,"7 B Villa Seurat, 75014 Paris France",9.0,21.0
Statue de Michel de Montaigne,0.0,0.0,"place Paul Painleve rue des Ecoles, 75005 Paris France",9.0,21.0
Tramway T3,0.0,2.0,Visiter le site web,9.0,21.0
Chapelle Notre-Dame du Saint Sacrement,0.0,0.0,"20 rue Cortambert, 75116 Paris France",9.0,21.0
La Butte Bergeyre,0.0,0.0,"70 rue Georges Lardennois, 75019 Paris France",9.0,21.0
École Du Breuil,0.0,3.0,"Route de la Ferme, 75012 Paris France",9.0,21.0
Monument d'Alexandre Dumas,0.0,0.0,"Place du Général Catroux, 75017 Paris France",9.0,21.0
Parc Clichy-Batignolles - Martin-Luther-King,0.0,0.0,"147 Rue Cardinet Rue Bernard Buffet, Rue Gilbert Cesbron, Allée Colette Heilbronner, 75017 Paris France",9.0,21.0
Élysée Palace,0.0,2.0,"55 Rue du Faubourg Saint-Honoré, 75008 Paris France",9.0,21.0
20ème arrondissement,0.0,0.0,Tout afficher,9.0,21.0
Parc de la Butte-du-Chapeau-Rouge,0.0,2.0,"Boulevard d'Algérie, 75019 Paris France",9.0,21.0
Maison de la Culture du Japon a Paris,0.0,0.0,"101 B quai Branly, 75015 Paris France",9.0,21.0
Eglise Saint-Leu-Saint-Gilles,0.0,0.0,"92 rue Saint-Denis, 75001 Paris France",9.0,12.3
Tombe de Dalida,0.0,0.0,"20 avenue Rachel Cimetière de Montmartre, 75018 Paris France",9.0,21.0
Place du Marché Saint Honoré,0.0,2.0,"Place du Marché Saint Honoré, 75001 Paris France",9.0,21.0
Le Mur de la Paix,0.0,0.0,Visiter le site web,9.0,21.0
Pavillon de l'Arsenal,0.0,0.0,"21 boulevard Morland, 75004 Paris France",11.0,19.0
Eglise orthodoxe Saint Serge de Radonège,0.0,0.0,"93 rue de Crimee, 75019 Paris France",9.0,21.0
Théâtre de la Madeleine,0.0,0.0,"19 rue de Surene, 75008 Paris France",14.0,16.0
Pont Saint-Michel,0.0,0.0,Tout afficher,9.0,21.0
Musée National de la Marine,0.0,2.0,"17 Place du Trocadéro et du 11 Novembre, 75116 Paris France",11.0,19.0
Eglise Saint Christophe de Javel,0.0,0.0,"4 rue Saint Christophe, 75015 Paris France",10.0,20.0
Eglise Notre-Dame de l'Assomption,0.0,0.0,"263 Rue Saint-Honoré, 75001 Paris France",9.0,21.0
Essaion Theatre,0.0,0.0,"6 rue Pierre au Lard, 75004 Paris France",18.0,20.0
Castel Beranger,0.0,0.0,"14 rue Jean de la Fontaine, 75016 Paris France",9.0,21.0
Eglise Saint-Ambroise,0.0,0.0,"2 rue Saint Ambroise, 75011 Paris France",9.0,21.0
Grand Bassin du Luxembourg Paris VI,0.0,0.0,"26 Rue de Vaugirard Dans le Jardin du Luxembourg, 75006 Paris France",9.0,21.0
Bibliothèque Mazarine,0.0,2.0,"23 Quai de Conti Place de l'Institut, 75006 Paris France",9.0,21.0
Les Arcades des Champs Elysées,0.0,0.0,"78 Champs Elysées, 75008 Paris France",9.0,21.0
Musée de la Poste Paris XV,0.0,0.0,"34 Boulevard de Vaugirard, 75015 Paris France",11.0,18.0
Jardin Nelson-Mandela,0.0,0.0,"32 rue Berger Au-Dessus De La Dalle Du Forum Des Halles, 75001 Paris France",0.0,23.59
Les Folies Gruss,0.0,0.0,"Carrefour des Cascades, 75016 Paris France",9.0,21.0
Théâtre du Rond-Point,0.0,2.0,"2 B avenue Franklin Delano Roosevelt, 75008 Paris France",9.0,21.0
Marché couvert Saint Martin,0.0,0.0,"31-33 rue du Château d'Eau, 75010 Paris France",9.0,21.0
Musée du Service de Santé des Armées au Val-de-Grâce,0.0,2.0,"1 Place Alphonse Laveran, 75005 Paris France",12.0,18.0
Place des Pyramides,0.0,0.0,"Rue de Rivoli, 75001 Paris France",9.0,21.0
Statue Équestre de Louis XIV,0.0,2.0,"Cour Napoléon Dans La Pyramide du Louvre, 75010 Paris France",0.0,23.59
Lac des Minimes Paris XII,0.0,0.0,Visiter le site web,9.0,21.0
Église Saint-Pierre-du-Gros-Caillou,0.0,2.0,"92 Rue Saint-Dominique, 75007 Paris France",9.0,21.0
Fondation Jerome Seydoux-Pathe,0.0,0.0,"73 avenue des Gobelins, 75013 Paris France",9.0,21.0
Église Saint-Ignace,0.0,0.0,"33 rue de Sevres, 75006 Paris France",9.0,21.0
Conseil d'État,0.0,0.0,"1 Place du Palais Royal, 75100 Paris France",9.0,21.0
Pont de la Tournelle,0.0,0.0,"Ile Saint-Louis, 75004 Paris France",9.0,21.0
Pont Notre Dame,0.0,0.0,"77 quai de la Corse 12 Quai de Gesvres, 75004 Paris France",0.0,23.59
Square Georges-Cain Paris III,0.0,0.0,"Rue Payenne, 75003 Paris France",9.0,21.0
Thesee combattant le Minotaure,0.0,0.0,"Rue de Rivoli Jardin des Tuileries, 75001 Paris France",9.0,21.0
Musee Art Nouveau Collection 1900 - Maxim's,0.0,0.0,"3 Rue Royale, 75008 Paris France",9.0,21.0
Le Centaure de César,0.0,0.0,"Place Michel Debré Carrefour de la Croix-Rouge, 75006 Paris France",9.0,21.0
Marché aux Puces de Montreuil,0.0,0.0,"Ave. de la Porte de Montreuil, 75020 Paris France",8.0,18.3
Appartement-Atelier de Le Corbusier,0.0,2.0,"24 rue Nungesser Et Coli, 75016 Paris France",9.0,21.0
Porte Saint Martin Paris X,0.0,0.0,"1 Rue du Faubourg Saint Martin, 75010 Paris France",0.0,23.59
Église du Saint-Esprit,0.0,2.0,"186 Avenue Daumesnil, 75012 Paris France",9.0,21.0
Parc Kellermann Paris XIII,0.0,2.0,"19 Rue de la Poterne des Peupliers, 75013 Paris France",9.0,21.0
Galerie Perrotin,0.0,0.0,"76 Rue de Turenne 75003, 75003 Paris France",9.0,21.0
Théâtre le Ranelagh,0.0,2.0,"5 rue des Vignes, 75016 Paris France",9.0,21.0
Eglise Saint Pierre Montrouge,0.0,0.0,"Rue Maine/Rue Alesia, 75014 Paris France",9.0,21.0
Marche Edgar Quinet,0.0,0.0,"Boulevard Edgar Quinet Sur le terre-plein entre le numéro 36 et la Rue du Départ, 75014 Paris France",9.0,21.0
La Tropicale,0.0,0.0,"180 boulevard Vincent Auriol, 75013 Paris France",15.0,20.0
Place Saint André des Arts,0.0,0.0,"Rue Danton, 75006 Paris France",9.0,21.0
Église Notre-Dame de Compassion,0.0,0.0,"Place du Général Koenig, 75017 Paris France",9.0,18.0
Musée de l'Illusion PARIS,18.0,2.0,"rue Saint Denis, 75001 Paris France",10.0,20.0
Espace d'Animation des Blancs Manteaux,0.0,0.0,"48 rue Vieille du Temple, 75004 Paris France",9.0,21.0
La Porte des Lions,0.0,0.0,"Quai Francois Mitterrand, 75001 Paris France",0.0,23.59
Square du Palais Galliera,0.0,0.0,"10 Avenue Pierre 1er de Serbie, 75116 Paris France",9.0,21.0
Statue Gaspard de Coligny,0.0,0.0,"160 rue de Rivoli, 75001 Paris France",9.0,21.0
Point Zero,0.0,0.0,"Parvis Notre-Dame - Place Jean-Paul II, 75004 Paris France",9.0,21.0
Statue Le Denicheur D'ours,0.0,0.0,"40 rue Geoffroy Saint Hilaire Jardin des Plantes, 75005 Paris France",9.0,21.0
Cours de la Reine,0.0,0.0,"Place de la Concorde s'étend jusqu'à la Place du Canada, 75008 Paris France",9.0,21.0
Eglise Notre-Dame des Blancs-Manteaux,0.0,0.0,"12 rue des Blancs Manteaux, 75004 Paris France",9.0,21.0
"Statue ""Eléphant pris au piège""",0.0,0.0,"Quai Anatole France Parvis du Musée d'Orsay, 75007 Paris France",9.0,21.0
Ménilmontant Paris XX,0.0,0.0,Tout afficher,9.0,21.0
Église Saint-Louis d'Antin,0.0,0.0,"63 rue de Caumartin, 75009 Paris France",8.45,0.0
Theatre Le Palace,0.0,0.0,"8 rue du Faubourg Montmartre Montmartre, 75009 Paris France",11.0,20.0
Théâtre Antoine-Simone Berriau,0.0,3.0,"14 boulevard de Strasbourg, 75010 Paris France",9.0,21.0
Fondation Henri Cartier-Bresson,0.0,0.0,"79 rue des Archives, 75003 Paris France",11.0,19.0
Statue de Louis XIII,0.0,0.0,"Place des Vosges, 75004 Paris France",9.0,21.0
Rue du Faubourg Saint-Antoine,0.0,0.0,Tout afficher,9.0,21.0
Colonnes du Trone,0.0,2.0,"Place de la Nation, 75011 Paris France",9.0,21.0
Jardin de l'Hôtel de Sens,0.0,0.0,"7 Rue des Nonnains d'Hyères, 75004 Paris France",9.0,21.0
Square de la Roquette,0.0,0.0,"143 Rue de la Roquette, 75011 Paris France",9.0,21.0
Eglise Sainte Elisabeth,0.0,0.0,"195 rue du Temple, 75003 Paris France",9.0,21.0
Le Louvre des Antiquaires,0.0,0.0,"2 pl du Palais Royal, 75001 Paris France",14.3,19.0
Theatre de la porte saint martin,0.0,2.0,"17 rue Rene Boulanger, 75010 Paris France",15.0,19.0
Statue Maréchal Joffre,0.0,0.0,"Place Joffre, 75007 Paris France",0.0,23.59
Galerie Sakura,0.0,0.0,"21 rue du Bourg Tibourg, 75004 Paris France",9.0,21.0
Pont de Bercy Paris XIII,0.0,0.0,"800 Port de la Rapée, 75012 Paris France",0.0,23.59
Place d'Italie,0.0,0.0,"Place d'Italie, 75013 Paris France",9.0,21.0
Marché Poncelet,0.0,0.0,"Rue Poncelet Metro: Place des Ternes, 75017 Paris France",9.0,21.0
Eglise Saint-Médard,0.0,0.0,Visiter le site web,7.3,0.0
Théâtre Bourvil,0.0,0.0,"13 rue des Boulets 11th, 75011 Paris France",9.0,21.0
Rue Norvins,0.0,0.0,Tout afficher,9.0,21.0
Théâtre de la Boussole,0.0,3.0,"29 rue de Dunkerque, 75010 Paris France",9.3,18.0
Statue l'Harmonie,0.0,0.0,"Place de l'Opera Toit du Palais Garnier, 75009 Paris France",0.0,23.59
Jardin Atlantique Gare Montparnasse Paris XIV,0.0,0.0,"11 Place des 5 Martyrs du Lycée Buffon Au-Dessus de la Gare Montparnasse, 75697 Paris France",9.0,20.3
Montparnasse Market,0.0,0.0,Tout afficher,9.0,21.0
Rue du commerce,0.0,2.0,"Rue du commerce near Eiffel tower, 75015 Paris France",0.0,23.59
Theatre de l'Oeuvre,0.0,2.0,"55, Rue de Clichy, 75009 Paris France",9.0,21.0
Statue Jean Paul II,0.0,0.0,"6 Pl Jean Paul II Parv Notre Dame, 75004 Paris France",9.0,21.0
Les Chevaux de Marly,0.0,0.0,"1 avenue des Champs Elysées, 75008 Paris France",9.0,21.0
Gare de Austerlitz,0.0,0.0,"85 Quai d'Austerlitz, 75013 Paris France",9.0,21.0
Marché Barbès,0.0,2.0,"Boulevard de la Chapelle, 75010 Paris France",9.0,21.0
Monument à la République,0.0,0.0,"Place de la République, 75011 Paris France",9.0,21.0
